,Elab,x,Q2,obs,target,lepton beam,current,units,value,stat_u,sys_u,*norm_c
971,5.262,0.863,3.433,F2,n/d,e_minus,NC,1,0.577,0.146,0.081,0.025965
972,5.262,0.853,3.444,F2,n/d,e_minus,NC,1,0.602,0.136,0.08,0.02709
973,5.262,0.844,3.442,F2,n/d,e_minus,NC,1,0.452,0.12,0.057,0.02034
974,5.262,0.831,3.438,F2,n/d,e_minus,NC,1,0.552,0.119,0.066,0.02484
975,5.262,0.823,3.449,F2,n/d,e_minus,NC,1,0.486,0.101,0.057,0.02187
976,5.262,0.814,3.434,F2,n/d,e_minus,NC,1,0.227,0.075,0.025,0.010215
977,5.262,0.803,3.444,F2,n/d,e_minus,NC,1,0.338,0.084,0.035,0.01521
978,5.262,0.789,3.443,F2,n/d,e_minus,NC,1,0.431,0.089,0.042,0.019395
979,5.262,0.781,3.444,F2,n/d,e_minus,NC,1,0.202,0.078,0.019,0.00909
980,5.262,0.772,3.438,F2,n/d,e_minus,NC,1,0.299,0.078,0.027,0.013455
981,5.262,0.764,3.443,F2,n/d,e_minus,NC,1,0.464,0.088,0.04,0.02088
982,5.262,0.756,3.443,F2,n/d,e_minus,NC,1,0.335,0.073,0.028,0.015075
983,5.262,0.744,3.438,F2,n/d,e_minus,NC,1,0.384,0.077,0.03,0.01728
984,5.262,0.735,3.442,F2,n/d,e_minus,NC,1,0.225,0.06,0.017,0.010125
985,5.262,0.725,3.439,F2,n/d,e_minus,NC,1,0.29,0.069,0.021,0.01305
986,5.262,0.715,3.442,F2,n/d,e_minus,NC,1,0.467,0.078,0.032,0.021015
987,5.262,0.709,3.441,F2,n/d,e_minus,NC,1,0.413,0.07,0.027,0.018585
988,5.262,0.699,3.441,F2,n/d,e_minus,NC,1,0.329,0.066,0.021,0.014805
989,5.262,0.691,3.448,F2,n/d,e_minus,NC,1,0.389,0.063,0.024,0.017505
990,5.262,0.683,3.44,F2,n/d,e_minus,NC,1,0.346,0.06,0.02,0.01557
991,5.262,0.672,3.442,F2,n/d,e_minus,NC,1,0.302,0.057,0.017,0.01359
992,5.262,0.663,3.444,F2,n/d,e_minus,NC,1,0.467,0.064,0.025,0.021015
993,5.262,0.658,3.44,F2,n/d,e_minus,NC,1,0.446,0.062,0.023,0.02007
994,5.262,0.65,3.441,F2,n/d,e_minus,NC,1,0.327,0.054,0.016,0.014715
995,5.262,0.639,3.437,F2,n/d,e_minus,NC,1,0.299,0.052,0.014,0.013455
996,5.262,0.632,3.438,F2,n/d,e_minus,NC,1,0.438,0.059,0.02,0.01971
997,5.262,0.625,3.436,F2,n/d,e_minus,NC,1,0.483,0.059,0.022,0.021735
998,5.262,0.616,3.433,F2,n/d,e_minus,NC,1,0.383,0.052,0.016,0.017235
999,5.262,0.608,3.433,F2,n/d,e_minus,NC,1,0.285,0.047,0.012,0.012825
1000,5.262,0.602,3.434,F2,n/d,e_minus,NC,1,0.371,0.049,0.015,0.016695
1001,5.262,0.594,3.43,F2,n/d,e_minus,NC,1,0.325,0.048,0.012,0.014625
1002,5.262,0.587,3.427,F2,n/d,e_minus,NC,1,0.408,0.052,0.015,0.01836
1003,5.262,0.579,3.425,F2,n/d,e_minus,NC,1,0.262,0.044,0.009,0.01179
1004,5.262,0.575,3.424,F2,n/d,e_minus,NC,1,0.413,0.053,0.014,0.018585
1005,5.262,0.566,3.426,F2,n/d,e_minus,NC,1,0.307,0.048,0.01,0.013815
1006,5.262,0.558,3.423,F2,n/d,e_minus,NC,1,0.437,0.054,0.014,0.019665
1007,5.262,0.55,3.42,F2,n/d,e_minus,NC,1,0.438,0.056,0.014,0.01971
1008,5.262,0.544,3.425,F2,n/d,e_minus,NC,1,0.376,0.05,0.011,0.01692
1009,5.262,0.537,3.422,F2,n/d,e_minus,NC,1,0.322,0.049,0.009,0.01449
1010,5.262,0.532,3.422,F2,n/d,e_minus,NC,1,0.512,0.06,0.014,0.02304
1011,5.262,0.525,3.425,F2,n/d,e_minus,NC,1,0.393,0.052,0.011,0.017685
1012,5.262,0.518,3.425,F2,n/d,e_minus,NC,1,0.406,0.054,0.011,0.01827
1013,5.262,0.511,3.421,F2,n/d,e_minus,NC,1,0.362,0.054,0.009,0.01629
1014,5.262,0.505,3.422,F2,n/d,e_minus,NC,1,0.351,0.054,0.009,0.015795
1015,5.262,0.498,3.425,F2,n/d,e_minus,NC,1,0.402,0.056,0.01,0.01809
1016,5.262,0.491,3.422,F2,n/d,e_minus,NC,1,0.38,0.058,0.009,0.0171
1017,5.262,0.483,3.418,F2,n/d,e_minus,NC,1,0.33,0.056,0.007,0.01485
1018,5.262,0.474,3.418,F2,n/d,e_minus,NC,1,0.357,0.068,0.008,0.016065
1019,5.262,0.471,3.411,F2,n/d,e_minus,NC,1,0.308,0.071,0.007,0.01386
1020,5.262,0.463,3.403,F2,n/d,e_minus,NC,1,0.173,0.079,0.004,0.007785
1021,5.262,0.92,4.107,F2,n/d,e_minus,NC,1,0.232,0.117,0.043,0.01044
1022,5.262,0.899,4.099,F2,n/d,e_minus,NC,1,0.167,0.16,0.028,0.007515
1023,5.262,0.891,4.088,F2,n/d,e_minus,NC,1,0.117,0.171,0.019,0.005265
1024,5.262,0.879,4.089,F2,n/d,e_minus,NC,1,0.771,0.235,0.116,0.034695
1025,5.262,0.872,4.095,F2,n/d,e_minus,NC,1,0.532,0.189,0.077,0.02394
1026,5.262,0.863,4.087,F2,n/d,e_minus,NC,1,0.563,0.188,0.078,0.025335
1027,5.262,0.852,4.084,F2,n/d,e_minus,NC,1,0.608,0.18,0.081,0.02736
1028,5.262,0.845,4.092,F2,n/d,e_minus,NC,1,0.331,0.146,0.042,0.014895
1029,5.262,0.837,4.092,F2,n/d,e_minus,NC,1,0.28,0.127,0.034,0.0126
1030,5.262,0.824,4.094,F2,n/d,e_minus,NC,1,0.23,0.114,0.027,0.01035
1031,5.262,0.817,4.088,F2,n/d,e_minus,NC,1,0.526,0.138,0.059,0.02367
1032,5.262,0.812,4.086,F2,n/d,e_minus,NC,1,0.378,0.121,0.041,0.01701
1033,5.262,0.802,4.098,F2,n/d,e_minus,NC,1,0.442,0.127,0.046,0.01989
1034,5.262,0.789,4.092,F2,n/d,e_minus,NC,1,0.482,0.13,0.048,0.02169
1035,5.262,0.785,4.095,F2,n/d,e_minus,NC,1,0.214,0.091,0.021,0.00963
1036,5.262,0.77,4.088,F2,n/d,e_minus,NC,1,0.22,0.097,0.02,0.0099
1037,5.262,0.768,4.08,F2,n/d,e_minus,NC,1,0.373,0.103,0.034,0.016785
1038,5.262,0.759,4.077,F2,n/d,e_minus,NC,1,0.151,0.091,0.012,0.006795
1039,5.262,0.751,4.075,F2,n/d,e_minus,NC,1,0.379,0.117,0.031,0.017055
1040,5.262,0.739,4.078,F2,n/d,e_minus,NC,1,0.328,0.103,0.025,0.01476
1041,5.262,0.734,4.085,F2,n/d,e_minus,NC,1,0.304,0.097,0.023,0.01368
1042,5.262,0.727,4.088,F2,n/d,e_minus,NC,1,0.264,0.09,0.019,0.01188
1043,5.262,0.719,4.088,F2,n/d,e_minus,NC,1,0.406,0.099,0.029,0.01827
1044,5.262,0.708,4.084,F2,n/d,e_minus,NC,1,0.387,0.096,0.026,0.017415
1045,5.262,0.703,4.08,F2,n/d,e_minus,NC,1,0.26,0.084,0.017,0.0117
1046,5.262,0.695,4.085,F2,n/d,e_minus,NC,1,0.254,0.084,0.016,0.01143
1047,5.262,0.688,4.084,F2,n/d,e_minus,NC,1,0.441,0.101,0.026,0.019845
1048,5.262,0.68,4.082,F2,n/d,e_minus,NC,1,0.428,0.097,0.025,0.01926
1049,5.262,0.672,4.084,F2,n/d,e_minus,NC,1,0.33,0.087,0.018,0.01485
1050,5.262,0.664,4.082,F2,n/d,e_minus,NC,1,0.448,0.1,0.024,0.02016
1051,5.262,0.661,4.082,F2,n/d,e_minus,NC,1,0.43,0.097,0.023,0.01935
1052,5.262,0.647,4.078,F2,n/d,e_minus,NC,1,0.493,0.098,0.024,0.022185
1053,5.262,0.641,4.08,F2,n/d,e_minus,NC,1,0.585,0.104,0.028,0.026325
1054,5.262,0.631,4.081,F2,n/d,e_minus,NC,1,0.265,0.077,0.012,0.011925
1055,5.262,0.624,4.084,F2,n/d,e_minus,NC,1,0.312,0.084,0.014,0.01404
1056,5.262,0.62,4.079,F2,n/d,e_minus,NC,1,0.221,0.076,0.009,0.009945
1057,5.262,0.611,4.069,F2,n/d,e_minus,NC,1,0.332,0.094,0.014,0.01494
1058,5.262,0.604,4.067,F2,n/d,e_minus,NC,1,0.234,0.088,0.009,0.01053
1059,5.262,0.595,4.051,F2,n/d,e_minus,NC,1,0.074,0.064,0.003,0.00333
1060,5.262,0.589,4.036,F2,n/d,e_minus,NC,1,0.416,0.129,0.016,0.01872
1061,5.262,0.581,4.028,F2,n/d,e_minus,NC,1,0.336,0.105,0.012,0.01512
1062,5.262,0.571,4.013,F2,n/d,e_minus,NC,1,0.351,0.133,0.012,0.015795
1063,5.262,0.563,3.998,F2,n/d,e_minus,NC,1,0.298,0.144,0.01,0.01341
1064,5.262,0.923,4.868,F2,n/d,e_minus,NC,1,0.443,0.299,0.081,0.019935
1065,5.262,0.905,4.873,F2,n/d,e_minus,NC,1,0.389,0.296,0.066,0.017505
1066,5.262,0.904,4.87,F2,n/d,e_minus,NC,1,0.163,0.184,0.027,0.007335
1067,5.262,0.888,4.856,F2,n/d,e_minus,NC,1,0.267,0.263,0.042,0.012015
1068,5.262,0.887,4.865,F2,n/d,e_minus,NC,1,0.407,0.297,0.065,0.018315
1069,5.262,0.869,4.872,F2,n/d,e_minus,NC,1,0.477,0.303,0.067,0.021465
1070,5.262,0.866,4.865,F2,n/d,e_minus,NC,1,0.131,0.133,0.019,0.005895
1071,5.262,0.856,4.865,F2,n/d,e_minus,NC,1,0.376,0.232,0.051,0.01692
1072,5.262,0.829,4.864,F2,n/d,e_minus,NC,1,0.199,0.205,0.024,0.008955
1073,5.262,0.813,4.864,F2,n/d,e_minus,NC,1,0.465,0.213,0.051,0.020925
1074,5.262,0.807,4.85,F2,n/d,e_minus,NC,1,0.286,0.185,0.03,0.01287
1075,5.262,0.799,4.846,F2,n/d,e_minus,NC,1,0.183,0.202,0.019,0.008235
1076,5.262,0.798,4.839,F2,n/d,e_minus,NC,1,0.315,0.217,0.032,0.014175
1077,5.262,0.773,4.792,F2,n/d,e_minus,NC,1,0.211,0.164,0.019,0.009495
1078,5.262,0.761,4.788,F2,n/d,e_minus,NC,1,0.532,0.3,0.046,0.02394
1079,5.262,0.752,4.776,F2,n/d,e_minus,NC,1,0.391,0.248,0.032,0.017595
1080,5.262,0.739,4.764,F2,n/d,e_minus,NC,1,0.132,0.172,0.01,0.00594
1081,5.262,0.731,4.754,F2,n/d,e_minus,NC,1,0.567,0.266,0.042,0.025515
1082,5.262,0.719,4.742,F2,n/d,e_minus,NC,1,0.34,0.221,0.024,0.0153
1083,5.262,0.718,4.721,F2,n/d,e_minus,NC,1,0.361,0.232,0.025,0.016245
